N,REP,N_THREADS,PAR_LOOP,RUNNING_TIME,STDOUT
2400,0,1,0,4.962694204004947,-918667776
2400,0,1,1,77.3001102929702,-918667776
2400,0,1,2,4.889348216005601,-918667776
2400,0,2,0,2.586900187015999,-918667776
2400,0,2,1,79.16639592504362,-918667776
2400,0,2,2,6.066306816996075,-918667776
2400,0,3,0,1.7626125710085034,-918667776
2400,0,3,1,58.270978251006454,-918667776
2400,0,3,2,5.860390843998175,-918667776
2400,0,4,0,1.3440299700014293,-918667776
2400,0,4,1,56.282556830963586,-918667776
2400,0,4,2,7.23426182201365,-918667776
2400,0,5,0,1.1082963409717195,-918667776
2400,0,5,1,45.42956051096553,-918667776
2400,0,5,2,6.852511848032009,-918667776
2400,0,6,0,0.9373862840002403,-918667776
2400,0,6,1,39.609673133003525,-918667776
2400,0,6,2,8.063508294988424,-918667776
2400,0,7,0,0.8083947210106999,-918667776
2400,0,7,1,35.098358502960764,-918667776
2400,0,7,2,8.629963992978446,-918667776
2400,0,8,0,0.7087086199899204,-918667776
2400,0,8,1,32.504490836989135,-918667776
2400,0,8,2,9.380012779962271,-918667776
2400,0,9,0,0.6557931840070523,-918667776
2400,0,9,1,29.581527106987778,-918667776
2400,0,9,2,9.442075232975185,-918667776
2400,0,10,0,0.6064884930383414,-918667776
2400,0,10,1,28.117663923010696,-918667776
2400,0,10,2,10.168302687001415,-918667776
2400,0,11,0,0.563558904977981,-918667776
2400,0,11,1,26.486180920968764,-918667776
2400,0,11,2,10.326886036025826,-918667776
2400,0,12,0,0.512388918956276,-918667776
2400,0,12,1,24.873006381036248,-918667776
2400,0,12,2,10.745926085975952,-918667776
2400,0,13,0,0.4722274870146066,-918667776
2400,0,13,1,23.495474950002972,-918667776
2400,0,13,2,11.687325311999302,-918667776
2400,0,14,0,0.4388848840026185,-918667776
2400,0,14,1,22.071332722029183,-918667776
2400,0,14,2,11.98131669301074,-918667776
2400,0,15,0,0.41785901196999475,-918667776
2400,0,15,1,21.14928236999549,-918667776
2400,0,15,2,12.335800290980842,-918667776
2400,0,16,0,0.3925930169643834,-918667776
2400,0,16,1,20.2532667350024,-918667776
2400,0,16,2,13.249216297990642,-918667776
2400,0,17,0,0.3767373519949615,-918667776
2400,0,17,1,19.14143973198952,-918667776
2400,0,17,2,13.470355946978088,-918667776
2400,0,18,0,0.3499436380225234,-918667776
2400,0,18,1,18.68876175105106,-918667776
2400,0,18,2,13.761369146988727,-918667776
2400,0,19,0,0.33734235796146095,-918667776
2400,0,19,1,18.023213598004077,-918667776
2400,0,19,2,14.18159121600911,-918667776
2400,0,20,0,0.43409297498874366,-918667776
2400,0,20,1,17.89624706201721,-918667776
2400,0,20,2,14.47533739701612,-918667776
2400,1,1,0,5.028345785045531,-918667776
2400,1,1,1,77.34256326500326,-918667776
2400,1,1,2,4.982238725002389,-918667776
2400,1,2,0,2.5436515519977547,-918667776
2400,1,2,1,85.85653763398295,-918667776
2400,1,2,2,6.074746455007698,-918667776
2400,1,3,0,1.7867553899995983,-918667776
2400,1,3,1,57.775246431003325,-918667776
2400,1,3,2,5.477682652999647,-918667776
2400,1,4,0,1.3284148029633798,-918667776
2400,1,4,1,53.71715226001106,-918667776
2400,1,4,2,7.227307845023461,-918667776
2400,1,5,0,1.1133897149702534,-918667776
2400,1,5,1,44.571126508992165,-918667776
2400,1,5,2,6.794572993996553,-918667776
2400,1,6,0,0.933171106968075,-918667776
2400,1,6,1,39.51620474702213,-918667776
2400,1,6,2,8.231014677032363,-918667776
2400,1,7,0,0.8007776160375215,-918667776
2400,1,7,1,35.037367712997366,-918667776
2400,1,7,2,8.642873350996524,-918667776
2400,1,8,0,0.7481512280064635,-918667776
2400,1,8,1,31.879009582975414,-918667776
2400,1,8,2,9.356974918977357,-918667776
2400,1,9,0,0.6499660579720512,-918667776
2400,1,9,1,29.852469486999325,-918667776
2400,1,9,2,9.644204743031878,-918667776
2400,1,10,0,0.5929149920120835,-918667776
2400,1,10,1,28.087572067975998,-918667776
2400,1,10,2,10.22614025400253,-918667776
2400,1,11,0,0.5691269420203753,-918667776
2400,1,11,1,26.18021671596216,-918667776
2400,1,11,2,10.363342924974859,-918667776
2400,1,12,0,0.5039182109758258,-918667776
2400,1,12,1,24.653154584986623,-918667776
2400,1,12,2,10.873131103988271,-918667776
2400,1,13,0,0.48581460502464324,-918667776
2400,1,13,1,23.513345542014576,-918667776
2400,1,13,2,11.760663822002243,-918667776
2400,1,14,0,0.45300658204359934,-918667776
2400,1,14,1,22.02691637602402,-918667776
2400,1,14,2,11.951501813018695,-918667776
2400,1,15,0,0.4157839459949173,-918667776
2400,1,15,1,21.175578737049364,-918667776
2400,1,15,2,12.486990059027448,-918667776
2400,1,16,0,0.3990756669663824,-918667776
2400,1,16,1,19.98345897300169,-918667776
2400,1,16,2,12.95882702502422,-918667776
2400,1,17,0,0.3678406410035677,-918667776
2400,1,17,1,19.470019528991543,-918667776
2400,1,17,2,13.47267989401007,-918667776
2400,1,18,0,0.35728881001705304,-918667776
2400,1,18,1,18.48004602099536,-918667776
2400,1,18,2,14.028530762996525,-918667776
2400,1,19,0,0.33335559198167175,-918667776
2400,1,19,1,18.003570000000764,-918667776
2400,1,19,2,14.579710271034855,-918667776
2400,1,20,0,0.4053593930439092,-918667776
2400,1,20,1,18.218173734028824,-918667776
2400,1,20,2,14.649749414005782,-918667776
2400,2,1,0,5.071964695001952,-918667776
2400,2,1,1,77.35581101896241,-918667776
2400,2,1,2,5.017005765985232,-918667776
2400,2,2,0,2.545852004957851,-918667776
2400,2,2,1,82.19408394803759,-918667776
2400,2,2,2,6.162544079998042,-918667776
2400,2,3,0,1.7914078939938918,-918667776
2400,2,3,1,58.6429652129882,-918667776
2400,2,3,2,5.7864029629854485,-918667776
2400,2,4,0,1.3233843020279892,-918667776
2400,2,4,1,55.346955902990885,-918667776
2400,2,4,2,7.275321118009742,-918667776
2400,2,5,0,1.0913375559612177,-918667776
2400,2,5,1,44.54221329902066,-918667776
2400,2,5,2,6.712466870958451,-918667776
2400,2,6,0,0.9254511910257861,-918667776
2400,2,6,1,39.61691878299462,-918667776
2400,2,6,2,8.168570544046815,-918667776
2400,2,7,0,0.798473352973815,-918667776
2400,2,7,1,35.160746818000916,-918667776
2400,2,7,2,8.71027028298704,-918667776
2400,2,8,0,0.7394741749740206,-918667776
2400,2,8,1,32.28383605199633,-918667776
2400,2,8,2,8.654387508984655,-918667776
2400,2,9,0,0.6499382490292192,-918667776
2400,2,9,1,29.820925522013567,-918667776
2400,2,9,2,9.882680309994612,-918667776
2400,2,10,0,0.6070974639733322,-918667776
2400,2,10,1,28.064900567987934,-918667776
2400,2,10,2,10.161563606990967,-918667776
2400,2,11,0,0.5593969189794734,-918667776
2400,2,11,1,26.49197091301903,-918667776
2400,2,11,2,10.563576254993677,-918667776
2400,2,12,0,0.5170247760252096,-918667776
2400,2,12,1,24.853962957975455,-918667776
2400,2,12,2,10.781095341022592,-918667776
2400,2,13,0,0.4896811889484525,-918667776
2400,2,13,1,23.313558443973307,-918667776
2400,2,13,2,11.466692220012192,-918667776
2400,2,14,0,0.44376961200032383,-918667776
2400,2,14,1,22.307416583003942,-918667776
2400,2,14,2,11.933450555021409,-918667776
2400,2,15,0,0.41222284897230566,-918667776
2400,2,15,1,20.880696812004317,-918667776
2400,2,15,2,12.496126377023757,-918667776
2400,2,16,0,0.3874635240063071,-918667776
2400,2,16,1,19.982478574034758,-918667776
2400,2,16,2,12.977029203029815,-918667776
2400,2,17,0,0.37176502199145034,-918667776
2400,2,17,1,19.172684214019682,-918667776
2400,2,17,2,13.795081740012392,-918667776
2400,2,18,0,0.35763948602834716,-918667776
2400,2,18,1,18.735269516997505,-918667776
2400,2,18,2,13.996189958998002,-918667776
2400,2,19,0,0.3332624419708736,-918667776
2400,2,19,1,18.07239876402309,-918667776
2400,2,19,2,14.115390837017912,-918667776
2400,2,20,0,0.320885858964175,-918667776
2400,2,20,1,18.250451967993286,-918667776
2400,2,20,2,14.34811068099225,-918667776
2400,3,1,0,5.005060251976829,-918667776
2400,3,1,1,77.28870705701411,-918667776
2400,3,1,2,4.992369584040716,-918667776
2400,3,2,0,2.5205995260039344,-918667776
2400,3,2,1,89.6106974510476,-918667776
2400,3,2,2,6.143819169024937,-918667776
2400,3,3,0,1.812950070016086,-918667776
2400,3,3,1,57.88029122300213,-918667776
2400,3,3,2,5.900619564985391,-918667776
2400,3,4,0,1.3306469530216418,-918667776
2400,3,4,1,55.43139876401983,-918667776
2400,3,4,2,7.305066430999432,-918667776
2400,3,5,0,1.0885531939566135,-918667776
2400,3,5,1,45.35508283803938,-918667776
2400,3,5,2,6.843958716024645,-918667776
2400,3,6,0,0.9675152180134319,-918667776
2400,3,6,1,39.65762278396869,-918667776
2400,3,6,2,8.128321323019918,-918667776
2400,3,7,0,0.8062415120075457,-918667776
2400,3,7,1,35.13599789398722,-918667776
2400,3,7,2,8.712172689032741,-918667776
2400,3,8,0,0.7433905380312353,-918667776
2400,3,8,1,32.21979606698733,-918667776
2400,3,8,2,9.34517909900751,-918667776
2400,3,9,0,0.6639720950042829,-918667776
2400,3,9,1,29.756443029968068,-918667776
2400,3,9,2,9.737264905998018,-918667776
2400,3,10,0,0.6029704380198382,-918667776
2400,3,10,1,27.92553730501095,-918667776
2400,3,10,2,10.204948773025535,-918667776
2400,3,11,0,0.5605683609610423,-918667776
2400,3,11,1,26.52125494601205,-918667776
2400,3,11,2,10.341768787999172,-918667776
2400,3,12,0,0.5082283759838901,-918667776
2400,3,12,1,24.8916998860077,-918667776
2400,3,12,2,10.944620470982045,-918667776
2400,3,13,0,0.49229440599447116,-918667776
2400,3,13,1,23.277978183992673,-918667776
2400,3,13,2,11.773016625025775,-918667776
2400,3,14,0,0.443640272016637,-918667776
2400,3,14,1,22.29866759700235,-918667776
2400,3,14,2,12.335622892016545,-918667776
2400,3,15,0,0.416523931955453,-918667776
2400,3,15,1,20.881425265979487,-918667776
2400,3,15,2,12.234631352999713,-918667776
2400,3,16,0,0.39169231802225113,-918667776
2400,3,16,1,19.980413071985822,-918667776
2400,3,16,2,13.034890277020168,-918667776
2400,3,17,0,0.36835888697532937,-918667776
2400,3,17,1,19.196995674981736,-918667776
2400,3,17,2,12.559465760015883,-918667776
2400,3,18,0,0.35566606803331524,-918667776
2400,3,18,1,18.492119431961328,-918667776
2400,3,18,2,13.977943104982842,-918667776
2400,3,19,0,0.3388968569925055,-918667776
2400,3,19,1,18.098025184997823,-918667776
2400,3,19,2,14.221759215986822,-918667776
2400,3,20,0,0.4504594480386004,-918667776
2400,3,20,1,17.859472124953754,-918667776
2400,3,20,2,14.799260938016232,-918667776
2400,4,1,0,4.999679366010241,-918667776
2400,4,1,1,77.35030200198526,-918667776
2400,4,1,2,4.881742099008989,-918667776
2400,4,2,0,2.596563152037561,-918667776
2400,4,2,1,83.72679070499726,-918667776
2400,4,2,2,6.197111288027372,-918667776
2400,4,3,0,1.8292092789779417,-918667776
2400,4,3,1,58.012371409044135,-918667776
2400,4,3,2,5.59639394300757,-918667776
2400,4,4,0,1.3326738700270653,-918667776
2400,4,4,1,55.62032773299143,-918667776
2400,4,4,2,7.199287904019002,-918667776
2400,4,5,0,1.1203874900238588,-918667776
2400,4,5,1,44.59276843199041,-918667776
2400,4,5,2,6.813261458009947,-918667776
2400,4,6,0,0.9198600759846158,-918667776
2400,4,6,1,39.7376684640185,-918667776
2400,4,6,2,8.190730662026908,-918667776
2400,4,7,0,0.8032826469861902,-918667776
2400,4,7,1,35.833503516041674,-918667776
2400,4,7,2,8.678235064027831,-918667776
2400,4,8,0,0.7316631919820793,-918667776
2400,4,8,1,32.15899659896968,-918667776
2400,4,8,2,9.34600242198212,-918667776
2400,4,9,0,0.6538344750297256,-918667776
2400,4,9,1,29.83385208901018,-918667776
2400,4,9,2,9.750794319959823,-918667776
2400,4,10,0,0.6026446929899976,-918667776
2400,4,10,1,27.95224909298122,-918667776
2400,4,10,2,10.319710231968202,-918667776
2400,4,11,0,0.5514768639695831,-918667776
2400,4,11,1,26.502838845946826,-918667776
2400,4,11,2,10.426731361018028,-918667776
2400,4,12,0,0.5089242069516331,-918667776
2400,4,12,1,24.867908899963368,-918667776
2400,4,12,2,11.06071198999416,-918667776
2400,4,13,0,0.4823639350361191,-918667776
2400,4,13,1,23.267257677973248,-918667776
2400,4,13,2,11.359962977992836,-918667776
2400,4,14,0,0.4440302309812978,-918667776
2400,4,14,1,22.05072396004107,-918667776
2400,4,14,2,11.997665297996718,-918667776
2400,4,15,0,0.4182119560427964,-918667776
2400,4,15,1,21.16866819403367,-918667776
2400,4,15,2,12.257145995972678,-918667776
2400,4,16,0,0.38624347501900047,-918667776
2400,4,16,1,20.223874618008267,-918667776
2400,4,16,2,12.880294471979141,-918667776
2400,4,17,0,0.37442550802370533,-918667776
2400,4,17,1,19.182286650000606,-918667776
2400,4,17,2,13.472283761017025,-918667776
2400,4,18,0,0.3583757079904899,-918667776
2400,4,18,1,18.466433390043676,-918667776
2400,4,18,2,13.77316335204523,-918667776
2400,4,19,0,0.34522761701373383,-918667776
2400,4,19,1,18.003092713013757,-918667776
2400,4,19,2,14.330179988988675,-918667776
2400,4,20,0,0.32261512300465256,-918667776
2400,4,20,1,17.455245801014826,-918667776
2400,4,20,2,14.678283259971067,-918667776
2400,5,1,0,5.026153032027651,-918667776
2400,5,1,1,77.39539443101967,-918667776
2400,5,1,2,4.967684570001438,-918667776
2400,5,2,0,2.568293366988655,-918667776
2400,5,2,1,85.80272012297064,-918667776
2400,5,2,2,6.2218815019587055,-918667776
2400,5,3,0,1.7434032180462964,-918667776
2400,5,3,1,58.100129430007655,-918667776
2400,5,3,2,5.743621831003111,-918667776
2400,5,4,0,1.358604208973702,-918667776
2400,5,4,1,54.0895173070021,-918667776
2400,5,4,2,7.182773803011514,-918667776
2400,5,5,0,1.0821806350140832,-918667776
2400,5,5,1,44.56446106400108,-918667776
2400,5,5,2,6.65890279301675,-918667776
2400,5,6,0,0.977273978991434,-918667776
2400,5,6,1,39.81837393902242,-918667776
2400,5,6,2,8.212405031023081,-918667776
2400,5,7,0,0.8094028700143099,-918667776
2400,5,7,1,35.37261260102969,-918667776
2400,5,7,2,8.696609803009778,-918667776
2400,5,8,0,0.7289496809826232,-918667776
2400,5,8,1,32.03732115699677,-918667776
2400,5,8,2,9.14672352897469,-918667776
2400,5,9,0,0.6585417340393178,-918667776
2400,5,9,1,29.92682751797838,-918667776
2400,5,9,2,9.777368650014978,-918667776
2400,5,10,0,0.5921491240151227,-918667776
2400,5,10,1,27.662854385038372,-918667776
2400,5,10,2,10.434934467019048,-918667776
2400,5,11,0,0.5713698680046946,-918667776
2400,5,11,1,26.54844535299344,-918667776
2400,5,11,2,10.537201846018434,-918667776
2400,5,12,0,0.5129591819713823,-918667776
2400,5,12,1,24.662378609005827,-918667776
2400,5,12,2,10.748764097050298,-918667776
2400,5,13,0,0.48691137798596174,-918667776
2400,5,13,1,23.50288158399053,-918667776
2400,5,13,2,11.547723350988235,-918667776
2400,5,14,0,0.4388361959718168,-918667776
2400,5,14,1,22.296492218971252,-918667776
2400,5,14,2,12.168663581018336,-918667776
2400,5,15,0,0.4134222150314599,-918667776
2400,5,15,1,21.1328908430296,-918667776
2400,5,15,2,12.49928094400093,-918667776
2400,5,16,0,0.39633160998346284,-918667776
2400,5,16,1,20.227151089988183,-918667776
2400,5,16,2,13.277011699974537,-918667776
2400,5,17,0,0.372125132009387,-918667776
2400,5,17,1,19.18010586401215,-918667776
2400,5,17,2,13.443536469014362,-918667776
2400,5,18,0,0.35569979797583073,-918667776
2400,5,18,1,18.7234639209928,-918667776
2400,5,18,2,13.697108916006982,-918667776
2400,5,19,0,0.33617386600235477,-918667776
2400,5,19,1,18.0598731279606,-918667776
2400,5,19,2,14.384106150013395,-918667776
2400,5,20,0,0.3198048889753409,-918667776
2400,5,20,1,17.546479829004966,-918667776
2400,5,20,2,14.57257194397971,-918667776
2400,6,1,0,5.003225362044759,-918667776
2400,6,1,1,77.42623625096167,-918667776
2400,6,1,2,4.981832952995319,-918667776
2400,6,2,0,2.5986013369983993,-918667776
2400,6,2,1,90.76984032400651,-918667776
2400,6,2,2,6.145455659949221,-918667776
2400,6,3,0,1.790756614995189,-918667776
2400,6,3,1,57.92637246102095,-918667776
2400,6,3,2,5.601963385997806,-918667776
2400,6,4,0,1.3507752369623631,-918667776
2400,6,4,1,53.361506658024155,-918667776
2400,6,4,2,7.324565280985553,-918667776
2400,6,5,0,1.095687030989211,-918667776
2400,6,5,1,45.40489403199172,-918667776
2400,6,5,2,6.7221798180253245,-918667776
2400,6,6,0,0.9371492359787226,-918667776
2400,6,6,1,39.86517966899555,-918667776
2400,6,6,2,8.097442464029882,-918667776
2400,6,7,0,0.8234683450427838,-918667776
2400,6,7,1,35.12870326603297,-918667776
2400,6,7,2,8.582493120979052,-918667776
2400,6,8,0,0.73195136297727,-918667776
2400,6,8,1,32.227424721000716,-918667776
2400,6,8,2,9.301872486015782,-918667776
2400,6,9,0,0.6625289720250294,-918667776
2400,6,9,1,29.59333936701296,-918667776
2400,6,9,2,9.705565590993501,-918667776
2400,6,10,0,0.6062901109689847,-918667776
2400,6,10,1,28.032486785959918,-918667776
2400,6,10,2,10.404355812002905,-918667776
2400,6,11,0,0.5514386189752258,-918667776
2400,6,11,1,26.471285287989303,-918667776
2400,6,11,2,10.639991559961345,-918667776
2400,6,12,0,0.511539236002136,-918667776
2400,6,12,1,24.679751788033172,-918667776
2400,6,12,2,11.017895546974614,-918667776
2400,6,13,0,0.4869871209957637,-918667776
2400,6,13,1,23.298237162001897,-918667776
2400,6,13,2,11.702740528038703,-918667776
2400,6,14,0,0.439827440015506,-918667776
2400,6,14,1,22.301315994991455,-918667776
2400,6,14,2,11.972941489948425,-918667776
2400,6,15,0,0.41850200202316046,-918667776
2400,6,15,1,20.897845952014904,-918667776
2400,6,15,2,12.357673130987678,-918667776
2400,6,16,0,0.38913541100919247,-918667776
2400,6,16,1,20.239826598961372,-918667776
2400,6,16,2,13.19123297103215,-918667776
2400,6,17,0,0.3788648690097034,-918667776
2400,6,17,1,19.17690504901111,-918667776
2400,6,17,2,13.341536442982033,-918667776
2400,6,18,0,0.34885555400978774,-918667776
2400,6,18,1,18.72252471098909,-918667776
2400,6,18,2,14.026051546970848,-918667776
2400,6,19,0,0.33748782001202926,-918667776
2400,6,19,1,18.046914502047002,-918667776
2400,6,19,2,14.333032664959319,-918667776
2400,6,20,0,0.3962584430119023,-918667776
2400,6,20,1,18.904423633008264,-918667776
2400,6,20,2,14.692357776046265,-918667776
2400,7,1,0,5.02112055500038,-918667776
2400,7,1,1,77.30072391597787,-918667776
2400,7,1,2,4.83984676504042,-918667776
2400,7,2,0,2.573027875041589,-918667776
2400,7,2,1,89.2687150129932,-918667776
2400,7,2,2,6.187568572990131,-918667776
2400,7,3,0,1.7560985730378889,-918667776
2400,7,3,1,58.02423823799472,-918667776
2400,7,3,2,5.647806374996435,-918667776
2400,7,4,0,1.3382985099451616,-918667776
2400,7,4,1,55.96438289101934,-918667776
2400,7,4,2,7.291289525048342,-918667776
2400,7,5,0,1.0820989820058458,-918667776
2400,7,5,1,44.49108383600833,-918667776
2400,7,5,2,6.713366993004456,-918667776
2400,7,6,0,0.9380492100026459,-918667776
2400,7,6,1,39.61369767400902,-918667776
2400,7,6,2,8.181347202975303,-918667776
2400,7,7,0,0.8055367480264977,-918667776
2400,7,7,1,35.22969684499549,-918667776
2400,7,7,2,8.65606689604465,-918667776
2400,7,8,0,0.7124074699822813,-918667776
2400,7,8,1,32.15374480304308,-918667776
2400,7,8,2,9.237635819998104,-918667776
2400,7,9,0,0.6591287709889002,-918667776
2400,7,9,1,29.72226781299105,-918667776
2400,7,9,2,9.336605874996167,-918667776
2400,7,10,0,0.6085814730031416,-918667776
2400,7,10,1,28.04586603300413,-918667776
2400,7,10,2,10.306890583015047,-918667776
2400,7,11,0,0.5578884180285968,-918667776
2400,7,11,1,26.255917819042224,-918667776
2400,7,11,2,10.43314239702886,-918667776
2400,7,12,0,0.509876666998025,-918667776
2400,7,12,1,24.65972703800071,-918667776
2400,7,12,2,10.864572972001042,-918667776
2400,7,13,0,0.4787098839879036,-918667776
2400,7,13,1,23.512908464996144,-918667776
2400,7,13,2,11.700034156034235,-918667776
2400,7,14,0,0.4438680050079711,-918667776
2400,7,14,1,22.05710925901076,-918667776
2400,7,14,2,12.108997609990183,-918667776
2400,7,15,0,0.42207615700317547,-918667776
2400,7,15,1,21.154810840031132,-918667776
2400,7,15,2,12.47453717701137,-918667776
2400,7,16,0,0.3870007950463332,-918667776
2400,7,16,1,19.97342498495709,-918667776
2400,7,16,2,13.02437296701828,-918667776
2400,7,17,0,0.3738340510171838,-918667776
2400,7,17,1,19.191736192966346,-918667776
2400,7,17,2,13.553166714962572,-918667776
2400,7,18,0,0.34928863402456045,-918667776
2400,7,18,1,18.473241152008995,-918667776
2400,7,18,2,13.702932250977028,-918667776
2400,7,19,0,0.33711436099838465,-918667776
2400,7,19,1,18.023806523997337,-918667776
2400,7,19,2,14.340728331007995,-918667776
2400,7,20,0,0.3727140589617193,-918667776
2400,7,20,1,17.54672143497737,-918667776
2400,7,20,2,17.104305159009527,-918667776
2400,8,1,0,5.036435930000152,-918667776
2400,8,1,1,77.3518163980334,-918667776
2400,8,1,2,4.859254496986978,-918667776
2400,8,2,0,2.619215446000453,-918667776
2400,8,2,1,81.6315997869824,-918667776
2400,8,2,2,6.087233227037359,-918667776
2400,8,3,0,1.7435677030007355,-918667776
2400,8,3,1,59.10942272102693,-918667776
2400,8,3,2,5.617398886999581,-918667776
2400,8,4,0,1.337246427021455,-918667776
2400,8,4,1,53.83344278798904,-918667776
2400,8,4,2,7.264024325006176,-918667776
2400,8,5,0,1.0933598700212315,-918667776
2400,8,5,1,45.249076324980706,-918667776
2400,8,5,2,6.927567437000107,-918667776
2400,8,6,0,0.9460996350389905,-918667776
2400,8,6,1,39.755199741979595,-918667776
2400,8,6,2,8.038318263017572,-918667776
2400,8,7,0,0.8024799840059131,-918667776
2400,8,7,1,35.03299205796793,-918667776
2400,8,7,2,8.64542067295406,-918667776
2400,8,8,0,0.7170872230199166,-918667776
2400,8,8,1,32.326625901972875,-918667776
2400,8,8,2,9.300388025993016,-918667776
2400,8,9,0,0.6759160510264337,-918667776
2400,8,9,1,29.73030287999427,-918667776
2400,8,9,2,9.760592593986075,-918667776
2400,8,10,0,0.596963306015823,-918667776
2400,8,10,1,27.617215708014555,-918667776
2400,8,10,2,10.187437602027785,-918667776
2400,8,11,0,0.5676256549777463,-918667776
2400,8,11,1,26.47941189398989,-918667776
2400,8,11,2,10.490956372988876,-918667776
2400,8,12,0,0.5100951669737697,-918667776
2400,8,12,1,24.645557017996907,-918667776
2400,8,12,2,11.06462349096546,-918667776
2400,8,13,0,0.471242442028597,-918667776
2400,8,13,1,23.293124344025273,-918667776
2400,8,13,2,11.389206385007128,-918667776
2400,8,14,0,0.43966668198117986,-918667776
2400,8,14,1,22.274949954007752,-918667776
2400,8,14,2,12.01678838499356,-918667776
2400,8,15,0,0.4177531140157953,-918667776
2400,8,15,1,20.882791162992362,-918667776
2400,8,15,2,12.506534232990816,-918667776
2400,8,16,0,0.39243760402314365,-918667776
2400,8,16,1,19.965070474951062,-918667776
2400,8,16,2,12.968570826982614,-918667776
2400,8,17,0,0.3700448119780049,-918667776
2400,8,17,1,19.494798519008327,-918667776
2400,8,17,2,13.813871755031869,-918667776
2400,8,18,0,0.3568332639988512,-918667776
2400,8,18,1,18.73020649101818,-918667776
2400,8,18,2,14.053529981989413,-918667776
2400,8,19,0,0.3392356270342134,-918667776
2400,8,19,1,18.13170277600875,-918667776
2400,8,19,2,14.080130328016821,-918667776
2400,8,20,0,0.3418712959974073,-918667776
2400,8,20,1,17.43301777302986,-918667776
2400,8,20,2,14.438734093972016,-918667776
2400,9,1,0,4.955429600959178,-918667776
2400,9,1,1,77.42602256604005,-918667776
2400,9,1,2,4.913282364956103,-918667776
2400,9,2,0,2.5518540530465543,-918667776
2400,9,2,1,90.21719975600718,-918667776
2400,9,2,2,6.114031568984501,-918667776
2400,9,3,0,1.8683240419486538,-918667776
2400,9,3,1,58.98067901597824,-918667776
2400,9,3,2,5.59008181001991,-918667776
2400,9,4,0,1.363204978988506,-918667776
2400,9,4,1,55.76658532000147,-918667776
2400,9,4,2,7.273420223034918,-918667776
2400,9,5,0,1.139849349972792,-918667776
2400,9,5,1,45.30962091998663,-918667776
2400,9,5,2,6.79070551804034,-918667776
2400,9,6,0,0.9273016480146907,-918667776
2400,9,6,1,39.19522886699997,-918667776
2400,9,6,2,8.115885681007057,-918667776
2400,9,7,0,0.8169638219987974,-918667776
2400,9,7,1,35.113799195038155,-918667776
2400,9,7,2,8.660014391993172,-918667776
2400,9,8,0,0.7379040010273457,-918667776
2400,9,8,1,31.991335682978388,-918667776
2400,9,8,2,9.224358004983515,-918667776
2400,9,9,0,0.6603782890015282,-918667776
2400,9,9,1,29.968127241008915,-918667776
2400,9,9,2,9.781710647977889,-918667776
2400,9,10,0,0.6154528930201195,-918667776
2400,9,10,1,27.97398599598091,-918667776
2400,9,10,2,10.274060953001026,-918667776
2400,9,11,0,0.5509795739781111,-918667776
2400,9,11,1,26.22181332996115,-918667776
2400,9,11,2,10.514897015003953,-918667776
2400,9,12,0,0.5153340789838694,-918667776
2400,9,12,1,24.64376780000748,-918667776
2400,9,12,2,10.851389960967936,-918667776
2400,9,13,0,0.4856600220082328,-918667776
2400,9,13,1,23.479142797994427,-918667776
2400,9,13,2,11.635574083018582,-918667776
2400,9,14,0,0.44064085197169334,-918667776
2400,9,14,1,22.363705144962296,-918667776
2400,9,14,2,11.921008850971702,-918667776
2400,9,15,0,0.42679982498520985,-918667776
2400,9,15,1,20.882714010949712,-918667776
2400,9,15,2,12.19128724199254,-918667776
2400,9,16,0,0.38588058698223904,-918667776
2400,9,16,1,19.987313424993772,-918667776
2400,9,16,2,12.960409998020623,-918667776
2400,9,17,0,0.36961004801560193,-918667776
2400,9,17,1,19.45815268799197,-918667776
2400,9,17,2,13.430201873008627,-918667776
2400,9,18,0,0.3569342879927717,-918667776
2400,9,18,1,18.470197162008844,-918667776
2400,9,18,2,14.020128839008976,-918667776
2400,9,19,0,0.34109607205027714,-918667776
2400,9,19,1,18.084790004999377,-918667776
2400,9,19,2,14.409216661995742,-918667776
2400,9,20,0,0.4260338780004531,-918667776
2400,9,20,1,17.459476690972224,-918667776
2400,9,20,2,14.041182715969626,-918667776
